,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
101,OTHERS_UNSUPPORTED_RE-DIRECTED TO POCO,TECHNICAL ENQUIRY_POCO_MIUI VERSION INQUIRY,0.48314606741573035,0.1037673496364838,0.07204230006609386,0.1491108071135431,1.4369723003999408,0.021907513163073593,1.0532894974529425
53,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,0.25776602775941837,0.17184401850627892,0.036351619299405155,0.14102564102564102,0.8206607495069033,-0.00794393074517434,0.9641218889031379
61,ORDER RELATED ENQUIRY_MI PHONE_REFUND STATUS,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,0.09781890284203569,0.25776602775941837,0.013218770654329148,0.13513513513513514,0.5242550242550242,-0.011995619371046873,0.8582080304031725
38,TECHNICAL ENQUIRY_POCO_MIUI VERSION INQUIRY,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,0.1037673496364838,0.11103767349636484,0.013879709187045605,0.1337579617834395,1.2046178343949043,0.0023576240985265836,1.0262285680961083
39,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,TECHNICAL ENQUIRY_POCO_MIUI VERSION INQUIRY,0.11103767349636484,0.1037673496364838,0.013879709187045605,0.125,1.2046178343949046,0.0023576240985265836,1.0242658861297327
37,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,TECHNICAL ENQUIRY_MI TV & MI BOX_HOW TO RESET THE TV,0.11103767349636484,0.02775941837409121,0.013879709187045605,0.125,4.502976190476191,0.010797367953174274,1.1111320932867528
1,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,ORDER RELATED COMPLAINT_MI PHONE_DELAY IN DELIVERY,0.1116986120290813,0.02511566424322538,0.013879709187045605,0.12426035502958581,4.947524135783246,0.011074324350888905,1.1132125185330737
33,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,PRE-SALE ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,0.11103767349636484,0.021150033046926635,0.013218770654329148,0.11904761904761904,5.628720238095238,0.010870320190427182,1.1111269895142994
41,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,TECHNICAL TROUBLESHOOTING_ACCESSORIES_UNABLE TO UNPAIR THE BAND,0.11103767349636484,0.02511566424322538,0.013218770654329148,0.11904761904761904,4.739974937343358,0.010429985728445564,1.1066254622103928
49,OTHERS_UNSUPPORTED_RE-DIRECTED TO POCO,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,0.48314606741573035,0.17184401850627892,0.05221414408460013,0.10807113543091654,0.6288908765652951,-0.03081161766562452,0.9285000344661197
10,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,OTHERS_UNSUPPORTED_RE-DIRECTED TO POCO,0.1116986120290813,0.48314606741573035,0.011896893588896233,0.10650887573964497,0.22044860327507912,-0.04206985154874979,0.5784656596472951
3,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,ORDER RELATED COMPLAINT_MI PHONE_DELAY IN DISPATCH FROM WAREHOUSE,0.1116986120290813,0.02247191011235955,0.011896893588896233,0.10650887573964497,4.739644970414202,0.009386812419703395,1.0940546171590146
5,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,ORDER RELATED COMPLAINT_MI PHONE_REFUND-ORDER REJECTED BY CUSTOMER,0.1116986120290813,0.03040317250495704,0.011235955056179775,0.10059171597633136,3.3085927450475943,0.007839962886095347,1.0780385779385675
44,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED ENQUIRY_MI PHONE_HOW TO CANCEL - ORDER,0.17184401850627892,0.041639127561136816,0.016523463317911435,0.09615384615384616,2.3092185592185595,0.009368028310710132,1.0603141567408698
12,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED COMPLAINT_MI PHONE_DELAY IN DELIVERY,0.17184401850627892,0.02511566424322538,0.016523463317911435,0.09615384615384616,3.828441295546559,0.012207486646901126,1.0785954353053675
29,ORDER RELATED ENQUIRY_ACCESSORIES_WARRANTY RELATED ENQUIRY,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,0.11103767349636484,0.17184401850627892,0.010575016523463317,0.09523809523809523,0.5542124542124541,-0.008506143495740158,0.9153302953351654
125,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,TECHNICAL ENQUIRY_MI PHONE_MIUI VERSION INQUIRY,0.25776602775941837,0.08592200925313946,0.023793787177792465,0.09230769230769231,1.074319526627219,0.0016460121555027171,1.007035074551626
54,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,TECHNICAL ENQUIRY_POCO_MIUI VERSION INQUIRY,0.17184401850627892,0.1037673496364838,0.015862524785194978,0.09230769230769231,0.889563939245468,-0.001969273566084461,0.9873749537903145
